headlines,posted_time,tokens,labels,secondary_labels,kmeans_3_labels
Thunder F Patterson has surgery on left knee,2017-08-10,"['thunder', 'f', 'patterson', 'surgery', 'left', 'knee']",0,0,0
"Business trip: Sixers, Celtics to play in London",2017-08-10,"['business', 'trip', 'sixer', 'celtic', 'play', 'london']",0,0,0
Bucks to ride with Harley-Davidson uni patch,2017-08-10,"['buck', 'ride', 'harleydavidson', 'uni', 'patch']",0,0,0
"JR Smith and Jason Day talk golf, hoops and 'running into' LeBron at a Cavs game",2017-08-10,"['jr', 'smith', 'jason', 'day', 'talk', 'golf', 'hoop', 'running', 'lebron', 'cavs', 'game']",0,0,0
Wife wants charge dropped against Willie Reed,2017-08-10,"['wife', 'want', 'charge', 'dropped', 'willie', 'reed']",0,0,0
Hawks sign forward Babbitt to 1-year deal,2017-08-09,"['hawk', 'sign', 'forward', 'babbitt', '1year', 'deal']",0,1,0
Source: Lawson reaches deal with Shandong,2017-08-09,"['source', 'lawson', 'reach', 'deal', 'shandong']",0,1,0
Nets to play Thunder and Heat in Mexico City,2017-08-09,"['net', 'play', 'thunder', 'heat', 'mexico', 'city']",0,0,0
Knicks sign journeyman Beasley to 1-year deal,2017-08-09,"['knicks', 'sign', 'journeyman', 'beasley', '1year', 'deal']",0,1,0
Fay Vincent: Legalized sports gambling coming,2017-08-09,"['fay', 'vincent', 'legalized', 'sport', 'gambling', 'coming']",0,0,0
"Home of Wizards, Capitals gets name change",2017-08-09,"['home', 'wizard', 'capital', 'get', 'name', 'change']",0,0,0
"Rating latest free-agency moves: Beasley, Clark and more",2017-08-09,"['rating', 'latest', 'freeagency', 'move', 'beasley', 'clark']",0,0,0
Nuggets embrace navy in new Nike uniforms,2017-08-08,"['nugget', 'embrace', 'navy', 'new', 'nike', 'uniform']",0,0,0
Mavs rookie Dennis Smith Jr. joins Currys on Under Armour team,2017-08-08,"['mavs', 'rookie', 'dennis', 'smith', 'jr', 'join', 'curry', 'armour', 'team']",0,0,0
Knicks hire Obama in-law Robinson to VP role,2017-08-08,"['knicks', 'hire', 'obama', 'inlaw', 'robinson', 'vp', 'role']",0,0,0
"Grizzlies' McLemore has surgery, out 12 weeks",2017-08-08,"['grizzly', 'mclemore', 'surgery', '12', 'week']",0,0,0
Summer Forecast: First-time All-Stars?,2017-08-08,"['summer', 'forecast', 'firsttime', 'allstars']",0,0,0
"LaVar called for tech, pulls AAU team off court",2017-08-08,"['lavar', 'called', 'tech', 'pull', 'aau', 'team', 'court']",0,0,0
Owner wants meeting before Wiggins gets max,2017-08-08,"['owner', 'want', 'meeting', 'wiggins', 'get', 'max']",0,0,0
Curry aims for big off-court impact in Bay Area,2017-08-08,"['curry', 'aim', 'big', 'offcourt', 'impact', 'bay', 'area']",0,0,0
Damian Lillard knows the power of social media for athletes,2017-08-07,"['damian', 'lillard', 'know', 'power', 'social', 'medium', 'athlete']",0,0,0
The Cavs' Nike look misses the mark,2017-08-07,"['cavs', 'nike', 'look', 'miss', 'mark']",0,0,0
Ex-Cavs GM: Kyrie's trade ask shows 'courage',2017-08-07,"['excavs', 'gm', 'kyries', 'trade', 'ask', 'show', 'courage']",0,0,0
Pelton mail: Does Chris Paul's height hurt him in the playoffs?,2017-08-07,"['pelton', 'mail', 'chris', 'paul', 'height', 'hurt', 'playoff']",0,0,0
Clips' Reed booked in domestic violence case,2017-08-06,"['clip', 'reed', 'booked', 'domestic', 'violence', 'case']",0,0,0
Nuggets mascot Rocky joins in on #DriveByDunkChallenge,2017-08-06,"['nugget', 'mascot', 'rocky', 'join', 'drivebydunkchallenge']",0,0,0
Rivers loses front-office role with Clippers,2017-08-05,"['river', 'loses', 'frontoffice', 'role', 'clipper']",0,0,0
"Curry shoots 74 again at Web.com, misses cut",2017-08-05,"['curry', 'shoot', '74', 'webcom', 'miss', 'cut']",0,0,0
"OnScene: Curry impresses, doesn't make the cut",2017-08-05,"['onscene', 'curry', 'impress', 'doesnt', 'make', 'cut']",0,0,0
"Capela on Africa, Sefolosha ... and Neymar",2017-08-05,"['capela', 'africa', 'sefolosha', 'neymar']",0,0,0
What's wrong with Curry playing golf? Nothing,2017-08-04,"['whats', 'wrong', 'curry', 'playing', 'golf', 'nothing']",0,0,0
Maxiell to retire as member of Pistons,2017-08-04,"['maxiell', 'retire', 'member', 'piston']",0,0,0
Wall: Commitment to Wiz will remain steadfast,2017-08-04,"['wall', 'commitment', 'wiz', 'remain', 'steadfast']",0,0,0
Oakley accepts deal to dismiss MSG charges,2017-08-04,"['oakley', 'accepts', 'deal', 'dismiss', 'msg', 'charge']",0,1,0
"Curry overcomes nerves, cards 74 on Web.com",2017-08-04,"['curry', 'overcomes', 'nerve', 'card', '74', 'webcom']",0,0,0
Lakers sign Blue after summer league success,2017-08-04,"['lakers', 'sign', 'blue', 'summer', 'league', 'success']",0,0,0
How the Big Baller Brand is trying to disrupt the entire sneaker industry,2017-08-04,"['big', 'baller', 'brand', 'trying', 'disrupt', 'entire', 'sneaker', 'industry']",0,0,0
"Source: Hawks, Babbitt agree on 1-year deal",2017-08-04,"['source', 'hawk', 'babbitt', 'agree', '1year', 'deal']",0,1,0
Walker calls for Hornets consistency,2017-08-04,"['walker', 'call', 'hornet', 'consistency']",0,0,0
Professional golfers impressed with Stephen Curry's debut on the links,2017-08-04,"['professional', 'golfer', 'impressed', 'stephen', 'curry', 'debut', 'link']",0,0,0
TD Garden pays $1.65M for lacking fundraisers,2017-08-03,"['td', 'garden', 'pay', '165m', 'lacking', 'fundraiser']",0,0,0
The Woj Pod: Patrick Beverley says he asked for trade out of Houston,2017-08-03,"['woj', 'pod', 'patrick', 'beverley', 'say', 'asked', 'trade', 'houston']",0,0,0
Timberwolves preview new Target Center bathrooms with hilarious video,2017-08-03,"['timberwolves', 'preview', 'new', 'target', 'center', 'bathroom', 'hilarious', 'video']",0,0,0
Lowe: Inside the Brooklyn Nets' attempt to rise from the ashes,2017-08-03,"['lowe', 'inside', 'brooklyn', 'net', 'attempt', 'rise', 'ash']",0,0,0
Bucks re-sign restricted free agent guard Tony Snell,2017-08-03,"['buck', 'resign', 'restricted', 'free', 'agent', 'guard', 'tony', 'snell']",0,0,0
Olajuwon's English basketball camp is a dream come true,2017-08-03,"['olajuwons', 'english', 'basketball', 'camp', 'dream', 'come', 'true']",0,0,0
Mavericks sign ex-Colorado State star Clavell,2017-08-03,"['maverick', 'sign', 'excolorado', 'state', 'star', 'clavell']",0,0,0
Curry says he wasn't mocking LeBron in video,2017-08-02,"['curry', 'say', 'wasnt', 'mocking', 'lebron', 'video']",0,0,0
Porzingis changes tune: New York is 'now home',2017-08-02,"['porzingis', 'change', 'tune', 'new', 'york', 'home']",0,0,0
Melo at 'peace' but unsure if he'll stay a Knick,2017-08-02,"['melo', 'peace', 'unsure', 'hell', 'stay', 'knick']",0,0,0
Referee Dan Crawford retiring after 31 seasons,2017-08-02,"['referee', 'dan', 'crawford', 'retiring', '31', 'season']",0,0,0
"Curry 3,000-1 to win first pro golf tourney",2017-08-02,"['curry', '30001', 'win', 'first', 'pro', 'golf', 'tourney']",0,0,0
Sources: Henderson (hip) may miss season,2017-08-02,"['source', 'henderson', 'hip', 'may', 'miss', 'season']",0,1,0
Big3 suspends Iverson one game for no-show,2017-08-02,"['big3', 'suspends', 'iverson', 'one', 'game', 'noshow']",0,0,0
"Vote: Who ranks higher for you, Kobe or LeBron?",2017-08-02,"['vote', 'rank', 'higher', 'kobe', 'lebron']",0,0,0
Five beats 3: MJ still ranks Kobe over LeBron,2017-08-02,"['five', 'beat', '3', 'mj', 'still', 'rank', 'kobe', 'lebron']",0,0,0
"Curry's golf goals: Get off 1st tee, make cut",2017-08-02,"['curry', 'golf', 'goal', 'get', '1st', 'tee', 'make', 'cut']",0,0,0
"Embiid doing non-contact drills, will be ready",2017-08-02,"['embiid', 'noncontact', 'drill', 'ready']",0,0,0
Mali's Oumar Ballo has a little Shaq and a lot of potential in his game,2017-08-02,"['mali', 'oumar', 'ballo', 'little', 'shaq', 'lot', 'potential', 'game']",0,0,0
Report: Nuggets hire Booth as assistant GM,2017-08-02,"['report', 'nugget', 'hire', 'booth', 'assistant', 'gm']",0,0,0
Rockets ownership stake interests Olajuwon,2017-08-01,"['rocket', 'ownership', 'stake', 'interest', 'olajuwon']",0,0,0
MJ: LaVar couldn't beat me if I was one-legged,2017-08-01,"['mj', 'lavar', 'couldnt', 'beat', 'onelegged']",0,0,0
Hall of Famer Joe Dumars joins sports agency,2017-08-01,"['hall', 'famer', 'joe', 'dumars', 'join', 'sport', 'agency']",0,0,0
Iverson says he'll 'make up' for BIG3 no-show,2017-08-01,"['iverson', 'say', 'hell', 'make', 'big3', 'noshow']",0,0,0
Pacers waive Seraphin as part of overhaul,2017-08-01,"['pacer', 'waive', 'seraphin', 'part', 'overhaul']",0,0,0
Rockets GM: Could argue for ending awards,2017-08-01,"['rocket', 'gm', 'could', 'argue', 'ending', 'award']",0,0,0
"Sixers unveil jerseys, 'Brotherly Love' slogan",2017-08-01,"['sixer', 'unveil', 'jersey', 'brotherly', 'love', 'slogan']",0,0,0
How Westbrook became the $205 million face of Oklahoma City,2017-09-30,"['westbrook', 'became', '205', 'million', 'face', 'oklahoma', 'city']",0,0,0
The downside to OKC's massive Westbrook extension,2017-09-30,"['downside', 'okcs', 'massive', 'westbrook', 'extension']",0,0,0
Curry: People 'trying to minimize what we're talking about because we have money',2017-09-30,"['curry', 'people', 'trying', 'minimize', 'talking', 'money']",0,0,0
"Former Lakers, Bulls assistant Hamblen dies",2017-09-30,"['former', 'lakers', 'bull', 'assistant', 'hamblen', 'dy']",0,0,0
Lue: Cavaliers open to starting Love at center,2017-09-30,"['lue', 'cavalier', 'open', 'starting', 'love', 'center']",0,0,0
"Rose happy on Cavs, no longer in 'dark place'",2017-09-30,"['rose', 'happy', 'cavs', 'longer', 'dark', 'place']",0,0,0
George: Westbrook deal makes decision 'easier',2017-09-30,"['george', 'westbrook', 'deal', 'make', 'decision', 'easier']",0,1,0
SVG's anti-tank proposal: Eliminate the draft,2017-09-30,"['svgs', 'antitank', 'proposal', 'eliminate', 'draft']",0,0,0
Pacers' Robinson out 2 months for ankle sprain,2017-09-30,"['pacer', 'robinson', '2', 'month', 'ankle', 'sprain']",0,0,0
Cavs' Gilbert: Got racist calls after LeBron tweet,2017-09-30,"['cavs', 'gilbert', 'got', 'racist', 'call', 'lebron', 'tweet']",0,0,0
Wade on LeBron: 'Like peanut butter and jelly',2017-09-30,"['wade', 'lebron', 'like', 'peanut', 'butter', 'jelly']",0,0,0
Vote: Weigh in on Russell Westbrook's contract extension,2017-09-30,"['vote', 'weigh', 'russell', 'westbrooks', 'contract', 'extension']",0,0,0
Bulls' Lauri Markkanen (back) day-to-day,2017-09-29,"['bull', 'lauri', 'markkanen', 'back', 'daytoday']",0,0,0
Take a look at Dwyane Wade in his new Cavs uniform,2017-09-29,"['take', 'look', 'dwyane', 'wade', 'new', 'cavs', 'uniform']",0,0,0
Dirk Nowitzki gets lunch money from fan,2017-09-29,"['dirk', 'nowitzki', 'get', 'lunch', 'money', 'fan']",0,0,0
Silver expects players to stand during anthem,2017-09-29,"['silver', 'expects', 'player', 'stand', 'anthem']",0,0,0
Remaining List of 2017 free agents,2017-09-29,"['remaining', 'list', '2017', 'free', 'agent']",0,0,0
"Sources: Westbrook signs 5-year, $205M deal",2017-09-29,"['source', 'westbrook', 'sign', '5year', '205m', 'deal']",0,1,0
Hawks' Schroder charged with battery in fight,2017-09-29,"['hawk', 'schroder', 'charged', 'battery', 'fight']",0,0,0
What exactly are the Knicks without Melo and Phil?,2017-09-29,"['exactly', 'knicks', 'without', 'melo', 'phil']",0,0,0
LeBron could control MVP conversation starting on opening night,2017-09-29,"['lebron', 'could', 'control', 'mvp', 'conversation', 'starting', 'opening', 'night']",0,0,0
Legend of Lonzo grows in first week of camp,2017-09-29,"['legend', 'lonzo', 'grows', 'first', 'week', 'camp']",0,0,0
Arizona trial of Morris brothers in closing stages,2017-09-29,"['arizona', 'trial', 'morris', 'brother', 'closing', 'stage']",0,0,0
Boston teams ask fans to help fight vs. racism,2017-09-28,"['boston', 'team', 'ask', 'fan', 'help', 'fight', 'v', 'racism']",0,0,1
LeBron day-to-day after turning left ankle,2017-09-28,"['lebron', 'daytoday', 'turning', 'left', 'ankle']",0,0,0
"Melo: Agreed-on Rockets, Cavs deals fell apart",2017-09-28,"['melo', 'agreedon', 'rocket', 'cavs', 'deal', 'fell', 'apart']",0,0,0
Why President Trump ignites Gregg Popovich,2017-09-28,"['president', 'trump', 'ignites', 'gregg', 'popovich']",0,0,0
LeBron happy to be reunited with Wade,2017-09-28,"['lebron', 'happy', 'reunited', 'wade']",0,0,0
"Bill Russell: 'Tell those NFL players, I'm with them'",2017-09-28,"['bill', 'russell', 'tell', 'nfl', 'player', 'im']",0,0,0
"OnScene: Going shopping, talking fashion with Mike Conley",2017-09-28,"['onscene', 'going', 'shopping', 'talking', 'fashion', 'mike', 'conley']",0,0,0
Wade signs with Cavs to reunite with LeBron,2017-09-28,"['wade', 'sign', 'cavs', 'reunite', 'lebron']",0,0,0
Wade hopes to 'one day' retire with Heat,2017-09-28,"['wade', 'hope', 'one', 'day', 'retire', 'heat']",0,0,0
Mavs' Barea: Puerto Rico needs 'a lot of help',2017-09-27,"['mavs', 'barea', 'puerto', 'rico', 'need', 'lot', 'help']",0,0,0
Thunder's title odds 16-1 after Melo deal,2017-09-27,"['thunder', 'title', 'odds', '161', 'melo', 'deal']",0,1,0
J. Green stays with Memphis on multiyear deal,2017-09-27,"['j', 'green', 'stay', 'memphis', 'multiyear', 'deal']",0,1,0
Vote: Does Wade give the Cavs a better chance to beat the Warriors?,2017-09-27,"['vote', 'wade', 'give', 'cavs', 'better', 'chance', 'beat', 'warrior']",0,0,2
Kara Lawson to be primary analyst for Wiz TV,2017-09-27,"['kara', 'lawson', 'primary', 'analyst', 'wiz', 'tv']",0,0,0
"The LeBron-Wade duo is reunited, and the stakes are as high as ever",2017-09-27,"['lebronwade', 'duo', 'reunited', 'stake', 'high', 'ever']",0,0,0
OKC's Donovan: Mentor Pitino's scandal 'sad',2017-09-27,"['okcs', 'donovan', 'mentor', 'pitinos', 'scandal', 'sad']",0,0,0
An inside look at how Chandler Parsons got healthy this summer,2017-09-27,"['inside', 'look', 'chandler', 'parson', 'got', 'healthy', 'summer']",0,0,0
Bulls' LaVine working way back from ACL tear,2017-09-27,"['bull', 'lavine', 'working', 'way', 'back', 'acl', 'tear']",0,0,0
"Wade plans to sign with Cavs, sources say",2017-09-27,"['wade', 'plan', 'sign', 'cavs', 'source', 'say']",0,1,0
"With all eyes on Lonzo, Ingram could reignite' 'Showtime'",2017-09-27,"['eye', 'lonzo', 'ingram', 'could', 'reignite', 'showtime']",0,0,0
Two ex-Bulls know how to deconstruct Thibs' ways for young Wolves,2017-09-27,"['two', 'exbulls', 'know', 'deconstruct', 'thibs', 'way', 'young', 'wolf']",0,0,0
Melo embracing move to PF: No problem at all,2017-09-27,"['melo', 'embracing', 'move', 'pf', 'problem']",0,0,0
"Mirotic feeling stronger, happy for Bulls return",2017-09-27,"['mirotic', 'feeling', 'stronger', 'happy', 'bull', 'return']",0,0,0
"Superteam standings: Where do Melo, Russ and PG-13 rank?",2017-09-26,"['superteam', 'standing', 'melo', 'rus', 'pg13', 'rank']",0,0,0
Thibodeau hopes China trip helps new-look Timberwolves bond,2017-09-26,"['thibodeau', 'hope', 'china', 'trip', 'help', 'newlook', 'timberwolves', 'bond']",0,0,0
Lue: Youthful LeBron like 'Benjamin Button',2017-09-26,"['lue', 'youthful', 'lebron', 'like', 'benjamin', 'button']",0,0,0
Player movement: 2017-18 season,2017-09-26,"['player', 'movement', '201718', 'season']",0,0,0
Why Wade might make LeBron and the Cavs less dangerous,2017-09-26,"['wade', 'might', 'make', 'lebron', 'cavs', 'le', 'dangerous']",0,0,0
Cuban lends Mavs plane to Barea for PR relief,2017-09-26,"['cuban', 'lends', 'mavs', 'plane', 'barea', 'pr', 'relief']",0,0,0
Sources: Cavs emerge as leading Wade suitor,2017-09-26,"['source', 'cavs', 'emerge', 'leading', 'wade', 'suitor']",0,1,0
Kings' Randolph: 'I was wrongfully arrested',2017-09-26,"['king', 'randolph', 'wrongfully', 'arrested']",0,0,0
Vote: Will Lonzo or LaVar be the bigger storyline this season?,2017-09-26,"['vote', 'lonzo', 'lavar', 'bigger', 'storyline', 'season']",0,0,0
Bill Russell kneels with Presidential Medal in pic,2017-09-26,"['bill', 'russell', 'kneel', 'presidential', 'medal', 'pic']",0,0,0
Magic concerned only with how Lonzo plays,2017-09-26,"['magic', 'concerned', 'lonzo', 'play']",0,0,0
Does Melo trade make OKC a title contender?,2017-09-26,"['melo', 'trade', 'make', 'okc', 'title', 'contender']",0,0,0
Lonzo Ball leaves door open toward wearing other shoe brands this season,2017-09-26,"['lonzo', 'ball', 'leaf', 'door', 'open', 'toward', 'wearing', 'shoe', 'brand', 'season']",0,0,0
What's the best landing spot for Dwyane Wade?,2017-09-26,"['whats', 'best', 'landing', 'spot', 'dwyane', 'wade']",0,0,0
LeBron salutes NFL response to Trump rhetoric,2017-09-26,"['lebron', 'salute', 'nfl', 'response', 'trump', 'rhetoric']",0,0,0
Clippers looking to Griffin as jack-of-all-trades,2017-09-25,"['clipper', 'looking', 'griffin', 'jackofalltrades']",0,0,0
"Paul, Harden excited to open camp together",2017-09-25,"['paul', 'harden', 'excited', 'open', 'camp', 'together']",0,0,0
Jazz's Derrick Favors ready to bounce back,2017-09-25,"['jazz', 'derrick', 'favor', 'ready', 'bounce', 'back']",0,0,0
"Van Gundy, Pistons ready to play in new arena",2017-09-25,"['van', 'gundy', 'piston', 'ready', 'play', 'new', 'arena']",0,0,0
Blazers forge ahead as Melo speculation ends,2017-09-25,"['blazer', 'forge', 'ahead', 'melo', 'speculation', 'end']",0,0,0
Jazz need offense from forgotten man Favors,2017-09-25,"['jazz', 'need', 'offense', 'forgotten', 'man', 'favor']",0,0,0
Pelicans' enter camp eager to explore new lineup's potential,2017-09-25,"['pelican', 'enter', 'camp', 'eager', 'explore', 'new', 'lineup', 'potential']",0,0,0
"Sources: Suns, Warren agree to 4-yr. extension",2017-09-25,"['source', 'sun', 'warren', 'agree', '4yr', 'extension']",0,1,0
Hawks upbeat despite reality of rebuilding era,2017-09-25,"['hawk', 'upbeat', 'despite', 'reality', 'rebuilding', 'era']",0,0,0
Popovich condemns Trump's comments,2017-09-25,"['popovich', 'condemns', 'trump', 'comment']",0,0,0
Mavs set to start Nowitzki at center over Noel,2017-09-25,"['mavs', 'set', 'start', 'nowitzki', 'center', 'noel']",0,0,0
Conley: Fans make Memphis' home Grindhouse,2017-09-25,"['conley', 'fan', 'make', 'memphis', 'home', 'grindhouse']",0,0,0
"Nets focused on progress, won't rule out playoffs",2017-09-25,"['net', 'focused', 'progress', 'wont', 'rule', 'playoff']",0,0,0
Cuban for prez? Small chance Mavs owner runs,2017-09-25,"['cuban', 'prez', 'small', 'chance', 'mavs', 'owner', 'run']",0,0,0
"Melo: Westbrook, George key in OKC decision",2017-09-25,"['melo', 'westbrook', 'george', 'key', 'okc', 'decision']",0,0,0
LeBron was 'ready' to give Kyrie the Cavs' keys,2017-09-25,"['lebron', 'ready', 'give', 'kyrie', 'cavs', 'key']",0,0,0
Porzingis wants to leave Knicks' issues 'in past',2017-09-25,"['porzingis', 'want', 'leave', 'knicks', 'issue', 'past']",0,0,0
Celtics' Morris (trial) likely to miss camp's start,2017-09-25,"['celtic', 'morris', 'trial', 'likely', 'miss', 'camp', 'start']",0,0,0
"Transcript: LeBron James on President Trump, social issues",2017-09-25,"['transcript', 'lebron', 'james', 'president', 'trump', 'social', 'issue']",0,0,0
LeBron says feelings on Cleveland unchanged,2017-09-25,"['lebron', 'say', 'feeling', 'cleveland', 'unchanged']",0,0,0
"Buyout ends disappointing homecoming for Wade, Bulls",2017-09-25,"['buyout', 'end', 'disappointing', 'homecoming', 'wade', 'bull']",0,0,0
Cuban offering Mavs open mic to talk America,2017-09-25,"['cuban', 'offering', 'mavs', 'open', 'mic', 'talk', 'america']",0,0,0
Cavs expect Thomas (hip) to play by January,2017-09-25,"['cavs', 'expect', 'thomas', 'hip', 'play', 'january']",0,0,0
It's official: Melo trade to Thunder announced,2017-09-25,"['official', 'melo', 'trade', 'thunder', 'announced']",0,0,0
Heat to check on arena after Mexico City quake,2017-09-25,"['heat', 'check', 'arena', 'mexico', 'city', 'quake']",0,0,0
Spurs' Parker expects to return 2 months early,2017-09-25,"['spur', 'parker', 'expects', 'return', '2', 'month', 'early']",0,0,0
Vote: What's the best landing spot for D-Wade?,2017-09-25,"['vote', 'whats', 'best', 'landing', 'spot', 'dwade']",0,0,0
Durant: NFL players doing great job on message,2017-09-25,"['durant', 'nfl', 'player', 'great', 'job', 'message']",0,0,0
Sources: Clippers deal guard Liggins to Hawks,2017-09-25,"['source', 'clipper', 'deal', 'guard', 'liggins', 'hawk']",0,1,0
"Beltran, Molina lead Puerto Rico relief efforts",2017-09-24,"['beltran', 'molina', 'lead', 'puerto', 'rico', 'relief', 'effort']",0,0,0
Where do Knicks go from here? A post-Melo landscape,2017-09-24,"['knicks', 'go', 'postmelo', 'landscape']",0,0,0
President's tweet ends dialogue with Warriors before it could start,2017-09-24,"['president', 'tweet', 'end', 'dialogue', 'warrior', 'could', 'start']",0,0,2
"Sources: Bulls, Mirotic agree to 2 years, $26M",2017-09-24,"['source', 'bull', 'mirotic', 'agree', '2', 'year', '26m']",0,1,0
Curry: Trump tweet 'cemented' my WH stance,2017-09-24,"['curry', 'trump', 'tweet', 'cemented', 'wh', 'stance']",0,0,0
Pelton mail: Will Dwight Howard be a new man this year?,2017-09-24,"['pelton', 'mail', 'dwight', 'howard', 'new', 'man', 'year']",0,0,0
Sources: Knicks agree to trade Melo to OKC,2017-09-24,"['source', 'knicks', 'agree', 'trade', 'melo', 'okc']",0,1,0
"Sources: Melo expands list, includes Cavs, OKC",2017-09-24,"['source', 'melo', 'expands', 'list', 'includes', 'cavs', 'okc']",0,1,0
Quincy Pondexter's close call on road to recovery: 'I was close to dying',2017-09-23,"['quincy', 'pondexters', 'close', 'call', 'road', 'recovery', 'close', 'dying']",0,0,0
Enes Kanter's parting message to Thunder: 'Please beat the Warriors for me',2017-09-23,"['ene', 'kanters', 'parting', 'message', 'thunder', 'please', 'beat', 'warrior']",0,0,2
Vote: Who got the better end of Carmelo Anthony trade?,2017-09-23,"['vote', 'got', 'better', 'end', 'carmelo', 'anthony', 'trade']",0,0,0
"Moving on from KD, Thunder storm ahead with Melo",2017-09-23,"['moving', 'kd', 'thunder', 'storm', 'ahead', 'melo']",0,0,0
"Melo escapes New York, leaving behind a complicated legacy",2017-09-23,"['melo', 'escape', 'new', 'york', 'leaving', 'behind', 'complicated', 'legacy']",0,0,0
John Wall fights back tears while thanking his mother at UK Hall of Fame induction,2017-09-23,"['john', 'wall', 'fight', 'back', 'tear', 'thanking', 'mother', 'uk', 'hall', 'fame', 'induction']",0,0,0
Grizzlies create space with Daniels deal to Suns,2017-09-23,"['grizzly', 'create', 'space', 'daniel', 'deal', 'sun']",0,1,0
"For Durant, troll season must end now",2017-09-23,"['durant', 'troll', 'season', 'must', 'end']",0,0,0
Kerr says no issue with Durant Twitter mishap,2017-09-23,"['kerr', 'say', 'issue', 'durant', 'twitter', 'mishap']",0,0,0
Kerr expects even-better Warriors in 2017-18,2017-09-23,"['kerr', 'expects', 'evenbetter', 'warrior', '201718']",0,0,2
Thunder GM: 'Tremendous appreciation' for KD,2017-09-22,"['thunder', 'gm', 'tremendous', 'appreciation', 'kd']",0,0,0
Source: Suns' Williams has meniscus injury,2017-09-22,"['source', 'sun', 'williams', 'meniscus', 'injury']",0,0,0
"Warriors to meet, decide as team on WH visit",2017-09-22,"['warrior', 'meet', 'decide', 'team', 'wh', 'visit']",0,0,2
"Knicks GM: 'Open mind,' but Melo will be back",2017-09-22,"['knicks', 'gm', 'open', 'mind', 'melo', 'back']",0,0,0
"Wizards' Morris has surgery, out 6-8 weeks",2017-09-22,"['wizard', 'morris', 'surgery', '68', 'week']",0,0,0
Wiggins taking time before signing extension,2017-09-22,"['wiggins', 'taking', 'time', 'signing', 'extension']",0,0,0
"Riley raves about Wade, won't guess on future",2017-09-22,"['riley', 'raf', 'wade', 'wont', 'guess', 'future']",0,0,0
Irving doesn't let rain stop him from getting comfortable in Boston,2017-09-22,"['irving', 'doesnt', 'let', 'rain', 'stop', 'getting', 'comfortable', 'boston']",0,0,0
Crying Michael Jordan meme included as answer on 'Jeopardy!',2017-09-22,"['cry', 'michael', 'jordan', 'meme', 'included', 'answer', 'jeopardy']",0,0,0
Veteran G Brooks signs with Timberwolves,2017-09-21,"['veteran', 'g', 'brook', 'sign', 'timberwolves']",0,0,0
Heat sign 3-year jersey deal with Ultimate Software,2017-09-21,"['heat', 'sign', '3year', 'jersey', 'deal', 'ultimate', 'software']",0,1,0
Grizzlies sign 2nd-rounder Rabb to rookie deal,2017-09-21,"['grizzly', 'sign', '2ndrounder', 'rabb', 'rookie', 'deal']",0,1,0
Lakers reach deal with Wish as jersey sponsor,2017-09-21,"['lakers', 'reach', 'deal', 'wish', 'jersey', 'sponsor']",0,1,0
Zaza's Kawhi closeout can now be flagrant foul,2017-09-21,"['zazas', 'kawhi', 'closeout', 'flagrant', 'foul']",0,0,0
Barea waits for word on family in Puerto Rico,2017-09-21,"['barea', 'wait', 'word', 'family', 'puerto', 'rico']",0,0,0
Inside the signature sneaker race for Giannis Antetokounmpo,2017-09-21,"['inside', 'signature', 'sneaker', 'race', 'giannis', 'antetokounmpo']",0,0,0
Barkley: 'Poor babies' can't play back-to-backs,2017-09-21,"['barkley', 'poor', 'baby', 'cant', 'play', 'backtobacks']",0,0,0
'Conservative' 76ers: No 5-on-5s yet for Embiid,2017-09-21,"['conservative', '76ers', '5on5s', 'yet', 'embiid']",0,0,0
"BBB halts original ZO2 shoe, makes changes",2017-09-21,"['bbb', 'halt', 'original', 'zo2', 'shoe', 'make', 'change']",0,0,0
Grand Canyon honors Colangelo with museum,2017-09-21,"['grand', 'canyon', 'honor', 'colangelo', 'museum']",0,0,0
Lakers' Bogut signing a 'bit perplexing',2017-09-21,"['lakers', 'bogut', 'signing', 'bit', 'perplexing']",0,0,0
When star duos implode: The famous breakups that shook basketball,2017-09-21,"['star', 'duo', 'implode', 'famous', 'breakup', 'shook', 'basketball']",0,0,0
Lottery reform rooted in fans disliking tanking,2017-09-21,"['lottery', 'reform', 'rooted', 'fan', 'disliking', 'tanking']",0,0,0
Preseason BPI reveal shows just how dominant the Warriors will be,2017-09-21,"['preseason', 'bpi', 'reveal', 'show', 'dominant', 'warrior']",0,0,2
Source: Suns' Len likely to sign before camp,2017-09-21,"['source', 'sun', 'len', 'likely', 'sign', 'camp']",0,0,0
Kevin Durant shares his 'rock-bottom' moment after signing with the Warriors,2017-09-21,"['kevin', 'durant', 'share', 'rockbottom', 'moment', 'signing', 'warrior']",0,0,2
Inside the free-agency frenzy that almost cost the Warriors a Finals MVP,2017-09-21,"['inside', 'freeagency', 'frenzy', 'almost', 'cost', 'warrior', 'final', 'mvp']",0,0,2
Heat's Dragic tears up getting Petrovic jersey,2017-09-21,"['heat', 'dragic', 'tear', 'getting', 'petrovic', 'jersey']",0,0,0
Russell Westbrook dishes on fashion with Ellen DeGeneres,2017-09-21,"['russell', 'westbrook', 'dish', 'fashion', 'ellen', 'degeneres']",0,0,0
Doughty ready to bring hockey to China,2017-09-20,"['doughty', 'ready', 'bring', 'hockey', 'china']",0,0,0
Source: Wizards' Morris (hernia) out 1 month,2017-09-20,"['source', 'wizard', 'morris', 'hernia', '1', 'month']",0,0,0
